Text	Label
Intact macromolecular assemblies are analysed by advanced mass spectrometry. How large complexes (in molecular weight) have been studied?	[1 0 0 0]
What is targeted by Palbociclib?	[1 0 0 0]
Which peptide plays a pivotal role in human cystatin C fibrillization?	[1 0 0 0]
What is the gold standard treatment for Iatrogenic male incontinence?	[1 0 0 0]
Which is the main CHEK2 genetic variant, thought to be involved in familial breast cancer?	[1 0 0 0]
Which hormone concentrations are altered in patients with the Allan–Herndon–Dudley syndrome?	[1 0 0 0]
Where in the cell does the proteins S100A4 and p53 interact ?	[1 0 0 0]
Which is the causative agent of malaria?	[1 0 0 0]
What is the major adverse effect of adriamycin(doxorubicin)?	[1 0 0 0]
Which is the most common editing modification in eukaryotic mRNA?	[1 0 0 0]
What is the most likely age of diagnosis of Crohn's disease (CD)?	[1 0 0 0]
What disease is small bowel lymphoma commonly associated with	[1 0 0 0]
Which molecule is targeted by a monoclonal antibody Secukinumab?	[1 0 0 0]
Which calcium/calmodulin dependent protein phosphatase is involved in the activation of the family of NFAT transcription factors (Nuclear Factors of Activated T cells)?	[1 0 0 0]
What histone trimethylation has been associated to RNA splicing?	[1 0 0 0]
What was the purpose of the FANTOM4 project?	[1 0 0 0]
What gene test is recommended for clopidogrel?	[1 0 0 0]
What is the role of eteplirsen in DMD patients?	[1 0 0 0]
Which drug is considered as the first line treatment of fibromyalgia?	[1 0 0 0]
What is the indication for isradipine?	[1 0 0 0]
What type of DNA repair pathways is initiated by AlkA glycosylase?	[1 0 0 0]
What is the name of Bruton's tyrosine kinase inhibitor that can be used for treatment of chronic lymphocytic leukemia?	[1 0 0 0]
How many disulfide bridges has the protein hepcidin got?	[1 0 0 0]
Which receptors can be evaluated with the [18F]altanserin?	[1 0 0 0]
Where is the metaxin complex localized?	[1 0 0 0]
How can the expression of SerH3 immobilization antigen be regulated?	[1 0 0 0]
Which is the receptor for the immunosuppressive drug cyclosporin A (CsA)?	[1 0 0 0]
Which is the gene most commonly mutated in Tay-Sachs disease?	[1 0 0 0]
What is the localization of the protein encoded by the gene DNAJC11?	[1 0 0 0]
What is the lay name of the treatment for CCSVI (chronic cerebro-spinal venous insufficiency)  in multiple sclerosis.	[1 0 0 0]
Which hormone abnormalities are characteristic to Pendred syndrome?	[1 0 0 0]
What is the mode of inheritance of  long QT  Jervell and Lange-Nielsen syndrome?	[1 0 0 0]
Does dasatinib promote or inhibit T-cell proliferation?	[1 0 0 0]
What is an approximate number of CTCF binding sites in the human genome?	[1 0 0 0]
Which population has a high frequency of the HLA-B*1502 allele?	[1 0 0 0]
Which is the substrate of the haspin kinase during mitosis?	[1 0 0 0]
Are most driver gene mutations synonymous or non-synonymous?	[1 0 0 0]
Which cyclin- dependent kinase inhibitor is regulated by Bmi-1?	[1 0 0 0]
Which protein is found to be mutated in Friedreich's ataxia?	[1 0 0 0]
Which is the process that Conserved noncoding elements mostly regulate?	[1 0 0 0]
Which properties of the mRNA does N6-methyladenosine (m6A) affect?	[1 0 0 0]
Which is the histone residue methylated by MLL1?	[1 0 0 0]
Which type of cells is affected in Amyotrophic Lateral Sclerosis?	[1 0 0 0]
Patients of which disease could be treated by utilizing knowledge obtained from experiments suppressing TDP-43 toxicity in yeast?	[1 0 0 0]
What is the mechanism of viroid replication?	[1 0 0 0]
Mutation of which gene is associated with McLeod syndrome?	[1 0 0 0]
Which is the molecular target of the immunosuppressant drug Rapamycin?	[1 0 0 0]
PBT2 has been tested for which disorder?	[1 0 0 0]
What is the mode of inheritance of Acromicric dysplasia?	[1 0 0 0]
How many tissue kallikrein genes are present in the human genome?	[1 0 0 0]
Where does CTCF colocalize with cohesin?	[1 0 0 0]
Which compound is a specific inhibitor for Nox1 and Nox4?	[1 0 0 0]
Which molecule is targeted by the drug Gevokizumab?	[1 0 0 0]
What is the Drosophila melanogaster Groucho protein?	[1 0 0 0]
Which enzyme is inhibited by Imetelstat?	[1 0 0 0]
Which is the most widely used anti-TNF drug?	[1 0 0 0]
Which is the main difference between Alu and B1 repeats?	[1 0 0 0]
What is the frequency of mutations induced spontaneously through Ethylnitrosourea (ENU) mutagenesis?	[1 0 0 0]
Which is the primary protein component of Lewy bodies?	[1 0 0 0]
Willis-Ekbom disease is also known as?	[1 0 0 0]
How many cysteines have alpha-defensins?	[1 0 0 0]
Which enzyme is inhibited by niraparib?	[1 0 0 0]
Which peak calling algorithm employs mixture model clustering under the hood?	[1 0 0 0]
Which drug was tested in the TEMSO Trial for multiple sclerosis?	[1 0 0 0]
What is the incidence of beta-thalassemia in Greek population?	[1 0 0 0]
What is the target of daratumumab?	[1 0 0 0]
Which gene-defect causes the Vel-blood type?	[1 0 0 0]
What molecule is targeted by Avelumab?	[1 0 0 0]
Which R package is used for the detection of chromosomal abnormalities from microarray data?	[1 0 0 0]
"Which is the ""bonding hormone""?"	[1 0 0 0]
Which tool employs self organizing maps for analyzing synonymous codon usage?	[1 0 0 0]
What is Contrave prescribed for?	[1 0 0 0]
Which is the chromosome area that the human gene coding for the dopamine transporter (DAT1) is located to?	[1 0 0 0]
What type of mutation is causing the industrial melanism phenotype in peppered moths?	[1 0 0 0]
What gene is mutated in Huntington's disease?	[1 0 0 0]
Which software package is available for the analysis of conserved genomic loci?	[1 0 0 0]
Mutation of which gene is implicated in the Christianson syndrome?	[1 0 0 0]
What is trichotillomania?	[1 0 0 0]
What disease is the drug aducanumab targeting?	[1 0 0 0]
When did the polio vaccine becomes available?	[1 0 0 0]
Where are Paneth cells located?	[1 0 0 0]
Which cells secretes alpha defensin 5?	[1 0 0 0]
What is the effect of nocodazole cell treatment?	[1 0 0 0]
What is the role of the UBC9 enzyme in the protein sumoylation pathway?	[1 0 0 0]
Which human disease is associated with mutated UBQLN2	[1 0 0 0]
Which ApoE isoform is associated with hyperlipoproteinemia?	[1 0 0 0]
Which server is used for simulation of macromolecular diffusional association?	[1 0 0 0]
Can you define iatrogenic disease?	[1 0 0 0]
Where do the Schwann cells and melanocytes originate from?	[1 0 0 0]
What is plantar fasciitis	[1 0 0 0]
Which is the enzymatic activity of OTULIN?	[1 0 0 0]
Which R package is used for visualization of linear and circular karyotypes?	[1 0 0 0]
Where is Akkermansia muciniphila found?	[1 0 0 0]
Which NADPH oxidase family member requires interaction with NOXO1 for function?	[1 0 0 0]
Which mutated gene is associated with Waardenburg and Tietz syndromes?	[1 0 0 0]
What gene is mutated in Sickle Cell Anemia?	[1 0 0 0]
What is the function of R-spondin 1 and noggin in non-damaged gallbladders?	[1 0 0 0]
Which disease is treated with taliglucerase alfa?	[1 0 0 0]
What is formin associated with in the snail?	[1 0 0 0]
Which is the genome browser database for DNA shape annotations?	[1 0 0 0]
Where is the respirasome located?	[1 0 0 0]
What is the role of gamma-secreatase complex in Alzheimer's Disease?	[1 0 0 0]
What is the target of tanezumab?	[1 0 0 0]
What is MRSA?	[1 0 0 0]
Which infection can be prevented with Dapivirine?	[1 0 0 0]
Where can you find the annulus of Zinn?	[1 0 0 0]
What is the indication for SLCO1B1 genotyping?	[1 0 0 0]
Which disease is treated with Nusinersen?	[1 0 0 0]
Which disease the London mutation involved in?	[1 0 0 0]
How many microorganisms are present in human normal gut?	[1 0 0 0]
What is the role of 3,4-diaminobenzoic acid derivatives in the immune system?	[1 0 0 0]
Viliuisk encephalomyelitis is diagnosed in which geographical area?	[1 0 0 0]
What is the drug target for Simtuzumab?	[1 0 0 0]
What is Dravet syndrome?	[1 0 0 0]
What does the human ABCC gene  product do?	[1 0 0 0]
Which is the relation between coffee consumption and stroke risk?	[1 0 0 0]
Which R package is used for the analysis of genome-wide DNA methylation profiles?	[1 0 0 0]
What is the incidence of new cases of X-linked adrenoleukodystrophy (ALD) in Australian and New Zealand in the late 1990's?	[1 0 0 0]
Which is the largest metabolic gene cluster in yeast?	[1 0 0 0]
Which ApoE isoform is associated with atherosclerosis and Alzheimer's disease?	[1 0 0 0]
What organism causes woolsorter's disease	[1 0 0 0]
Which annotated database of A-to-I RNA editing is available?	[1 0 0 0]
What chromosome is affected in Turner's syndrome?	[1 0 0 0]
What is the aim of the TRAP assay?	[1 0 0 0]
Which R / bioconductor package is used for performing SNP enrichment analysis?	[1 0 0 0]
Which histone mutation is associated with gliomas?	[1 0 0 0]
What tissue is most affected in Ehlers-Danlos syndromes?	[1 0 0 0]
Which library is used for fixed-length approximate string matching?	[1 0 0 0]
Which polymerase transcribes pri-miRNAs?	[1 0 0 0]
Which mutated enzyme is responsible for oculocutaneous 1 (OCA1)-type albinism?	[1 0 0 0]
Which protein mediates the replacement of H2A by H2A.Z in the yeast Saccharomyces cerevisiae?	[1 0 0 0]
What fruit causes Jamaican vomiting sickness?	[1 0 0 0]
Which gene is mutated in the Karak syndrome?	[1 0 0 0]
Which disease is associated with mutated Sox2?	[1 0 0 0]
Which disease the skin condition Necrobiosis lipoidica diabeticorum is associated to?	[1 0 0 0]
What is the function of calcium-sensing receptor (CaSR)?	[1 0 0 0]
What is the role of IL-18BP?	[1 0 0 0]
Which protein mediates gene loop formation in the yeast S. cerevisiae?	[1 0 0 0]
Which virus type causes Molluscum contagiosum?	[1 0 0 0]
What is the function of BAX	[1 0 0 0]
Where is base J found in the genome of Leishmania tarentolae?	[1 0 0 0]
Which tool is available for predicting regulatory interactions from ChIP-seq data?	[1 0 0 0]
What is the enzymatic activity of PARL?	[1 0 0 0]
Which gene controls the expression of GATA-1 isoforms?	[1 0 0 0]
Andexanet Alfa is an antidote of which clotting factor inhibitors?	[1 0 0 0]
Which is the main cause of the Patau syndrome?	[1 0 0 0]
Which is the main abnormality that arises with Sox9 locus duplication?	[1 0 0 0]
What tissue is commonly affected in Marfan's syndrome	[1 0 0 0]
To which disease does the loss of CD28 expression by liver-infiltrating T cells contribute?	[1 0 0 0]
Which disease is treated with ZMapp?	[1 0 0 0]
What happens to H2AX upon DNA bouble strand breaks?	[1 0 0 0]
What is the effect of the direct interaction of Ikaros and Foxp1 in B-lymphocytes?	[1 0 0 0]
Which syndrome is caused by deletion of Pds5b in mice?	[1 0 0 0]
What is the inheritance of Barth syndrome?	[1 0 0 0]
Which miRNA is targeted by SRY/Sox9?	[1 0 0 0]
Which technique led to the elucidation of the role of HOXD10 in regulating lymphatic endothelial responses to VEGF-C?	[1 0 0 0]
What alternate indication has Vanoxerine been repositioned for?	[1 0 0 0]
What is the applicability of the No Promoter Left Behind method?	[1 0 0 0]
Which gene mutations cause the Marfan syndrome?	[1 0 0 0]
What is the indication of ARCALYST?	[1 0 0 0]
What is the genus for the common European honey bee?	[1 0 0 0]
Where is the TAZ (G4.5) is located in humans?	[1 0 0 0]
What do nerve-associated peripheral glial progenitors give rise to?	[1 0 0 0]
How many topological associated domains are contained in the human Hox cluster?	[1 0 0 0]
What is the results of inactivated ANGPLT3?	[1 0 0 0]
What percentage of rheumatoid arthritis patients are responsive to anti-TNF therapy?	[1 0 0 0]
Which disease is treated with semaglutide?	[1 0 0 0]
What condition is usually represented by the acronym SUDEP?	[1 0 0 0]
Which disease can be categorized using the Koos grading system?	[1 0 0 0]
What is the inheritance of the glucose-6-phosphate dehydrogenase (G6PD) deficiency?	[1 0 0 0]
Symptoms of which disorder are evaluated with the Davidson Trauma Scale?	[1 0 0 0]
Which enzyme is inhibited by ribociclib?	[1 0 0 0]
What is  Achondroplasia?	[1 0 0 0]
What is the indication for Mirabegron?	[1 0 0 0]
What is the cause of Tardive dyskinesia?	[1 0 0 0]
How are Arboviruses transmitted?	[1 0 0 0]
Which bacterium has the smallest genome in base pairs yet found?	[1 0 0 0]
What is a miR?	[1 0 0 0]
Which mushroom is poisonous, Amanita phalloides or Agaricus Bisporus	[1 0 0 0]
Which is the most common gene signature in Rheumatoid Arthritis patients?	[1 0 0 0]
Which server is used for generating modes of pseudo components of DNA, RNA and protein sequences?	[1 0 0 0]
Which class of genes are mutated in Diamond Blackfan Anemia patients?	[1 0 0 0]
Which protein is the main marker of Cajal bodies?	[1 0 0 0]
Which mutated gene causes the Chédiak–Higashi Syndrome?	[1 0 0 0]
The pathogen Fusarium graminearum affects what type of plant species?	[1 0 0 0]
Which R / bioconductor package is used for enrichment analysis of genomic regions?	[1 0 0 0]
Which is the major RNA editing enzyme in Drosophila melanogaster?	[1 0 0 0]
Which protein is associated with hyperemesis gravidarum during pregrancy?	[1 0 0 0]
Angelman syndrome is associated with deletion of a part of Chromosome 15 but if the deletion occurs in the paternally inherited chromosome 15, what is the disease?	[1 0 0 0]
What is the phenotype of people carrying mutations in the gene PRDM12?	[1 0 0 0]
Which cellular function is associated with transcription factors forkhead 1 and 2 (Fkh1 and Fkh2)?	[1 0 0 0]
What type of genome, (RNA or DNA, double stranded single stranded) is found in the the virus that causes blue tongue disease?	[1 0 0 0]
"What is a ""chemobrain""?"	[1 0 0 0]
Borden classification is used for which disease?	[1 0 0 0]
Which effects create neighborhoods of transcriptional regulation in eukaryotes?	[1 0 0 0]
What is the indication for valbenazine?	[1 0 0 0]
What is the role of DNA Repair Cofactors ATMIN and NBS1?	[1 0 0 0]
What organism causes tularemia?	[1 0 0 0]
Which method is used for prediction of novel microRNA genes in cancer-associated genomic regions?	[1 0 0 0]
How many times is CLAST faster than BLAST?	[1 0 0 0]
From which cell type is leptin secreted?	[1 0 0 0]
Which tool is used for the identification of recurrent variants in noncoding regions?	[1 0 0 0]
What body parts are also known as phalanges?	[1 0 0 0]
Which disease is treated with lucinactant?	[1 0 0 0]
